SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
cunt	2	5151994	544	UK	2008	a derog. term for a woman	https://greensdictofslang.com/entry/w7hgqcy	bad woman
yeah	1	4398890	623	UK	2011			
bruv	3	4177060	24	UK	2009	a brother, esp. as a form of address to a friend (or actual sibling).	https://greensdictofslang.com/entry/ebttc4a	friend
ya	2	5681039	55	UK	2004			
where'd	1	4398890	592	UK	2011			
fucking	1	4177060	368	UK	2009			
that shit	1	4177060	348	UK	2009			
old school	2	4177060	508	UK	2009	used of anything typical of the fashions, music and general styles of a previous era	https://greensdictofslang.com/entry/smrbjzy#rrfvsvy	older in generations
loo	1	5681039	1244	UK	2004			
sort out	1	5681039	1464	UK	2004			
fuck	1	4177060	470	UK	2009			
word upstairs	1	5681039	881	UK	2004			
cos	1	4177060	4	UK	2009			
calla	2	6237485	1130	UK	2014			
gonna	2	6237485	264	UK	2014			
yeah	1	4204063	128	UK	2009			
mate	1	6237485	110	UK	2014			
gonna	2	6237485	1297	UK	2014			
dick	2	4987950	41	UK	2011	the penis	https://greensdictofslang.com/entry/7xn3mmi	penis
fucking	3	4204063	1164	UK	2009			
fanny	2	4987950	635	UK	2011	vagina		vagina
fucking wank	2	4987950	787	UK	2011			
boom	1	4987950	906	UK	2011			
bunny	1	4987950	860	UK	2011			
nicked	1	5052284	577	UK	2002			
the deal	1	4683078	344	UK	2012			
ain't	2	4683078	808	UK	2012			
yeah	1	6010762	1743	UK	2012			
blow	1	5052284	1040	UK	2002			
fuckin'	2	6010762	1935	UK	2012			
man	2	4683078	1544	UK	2012			
bloody hell	1	6010762	2197	UK	2012			
crap	1	4683078	618	UK	2012			
concrete jungle	1	6010762	2457	UK	2012			
no more	1	6010762	2504	UK	2012			
turnin'	1	6010762	2386	UK	2012			
fucking	1	6010762	2286	UK	2012			
fucking	3	4471635	789	UK	2010			
fucking	2	4471635	919	UK	2010			
uh	1	4471635	238	UK	2010			
innit	2	6010762	1301	UK	2012	is that not the case		isn't it
fuck	2	4471635	749	UK	2010			
nah	2	6010762	454	UK	2012			
looting	1	6010762	2478	UK	2012			
yeah	1	3121411	11	UK	2006			
gonna	2	4471635	1105	UK	2010			
fucked	1	3121411	324	UK	2006			
fucking	1	3121411	556	UK	2006			
fucking	1	3121411	601	UK	2006			
wanna	1	3121411	151	UK	2006			
fags	2	3121411	236	UK	2006	any cigarette; thus fag-card n., a cigarette card.	https://greensdictofslang.com/entry/6o3eryq	cigarette
fucking	2	3121411	450	UK	2006			
coin	1	4471635	1155	UK	2010			
gonna	2	3121411	534	UK	2006			
fucking	2	4471635	912	UK	2010			
okay	1	3121411	418	UK	2006			
'cause	1	3121411	515	UK	2006			
fucking	2	3121411	180	UK	2006			
banging	1	5837569	571	UK	2002			
yeah	1	5837569	925	UK	2002			
bloody	1	6782316	1299	UK	2009			
gonna	2	5837569	1390	UK	2002			
gonna	1	6782316	1085	UK	2009			
bastard	1	4136037	195	UK	2010			
sugar daddy	1	4136037	1043	UK	2010			
erm	1	4136037	785	UK	2010			
lads	1	4136037	273	UK	2010			
fucking	1	6782316	586	UK	2009			
do you	1	5461631	972	UK	2003			
cos	2	4136037	925	UK	2010			
welling up	1	4136037	866	UK	2010			
babe	2	4527521	957	UK	2012			
large	1	4527521	385	UK	2012			
sweetie	1	4527521	914	UK	2012			
yeah	2	5461631	341	UK	2003	a spontaneous and vociferous articulation of exuberance shared in 'call and response' reciprocity during any appreciative interaction with a friend. occasional pitch inflection (lower or higher octave) used as a discretionary option to incite laughter.	https://www.urbandictionary.com/define.php?term=YEAH	okay
yeah	1	5461631	909	UK	2003			
handstands	1	5461631	593	UK	2003			
yeah	2	4527521	30	UK	2012			
fucking	1	5742017	1048	UK	2010			
ay	2	4107485	907	UK	2010	refreing to the shakespearin text in which ay mean yes.	https://www.urbandictionary.com/define.php?term=Ay	yes
sucked	1	5742017	663	UK	2010			
fucking	3	5742017	1049	UK	2010			
ma's	2	5742017	284	UK	2010	another term for mother		mother
wee captain	1	4107485	1050	UK	2010			
rosie	1	6338678	378	UK	2008			
grand	1	6338678	273	UK	2008			
ruffle	1	6338678	610	UK	2008			
cos	1	3345059	1280	UK	2008			
ain't	2	3345059	1549	UK	2008			
innit	2	3345059	1151	UK	2008			
chick	2	3345059	771	UK	2008	a term to address a young woman		woman
blood	1	3345059	1227	UK	2008			
blood	2	3345059	204	UK	2008	a fellow black man		man
man	1	3345059	935	UK	2008			
fucking	2	3345059	1692	UK	2008			
man	1	3468388	230	US	2007			
went down	1	3468388	638	US	2007			
wanting a gun	1	3468388	405	US	2007			
shit	1	3468388	74	US	2007			
piss	1	5697912	281	US	2012			
yo	1	5536320	1302	US	2014			
gangster	2	5536320	753	US	2014			
shit	1	3468388	521	US	2007			
fuck with	1	5536320	193	US	2014			
hold up	1	3468388	124	US	2007			
give a fuck	2	5536320	231	US	2014			
informal conversation to express  frustration	1	3468388	700	US	2007			
walk on	1	3468388	617	US	2007			
joint	2	5697912	741	US	2012			
bitch	1	5536320	694	US	2014			
playing ball	1	3468388	25	US	2007			
grew a heart	1	5536320	1050	US	2014			
sleep it off	2	5697912	1757	US	2012			
dumbass	1	3468388	742	US	2007			
give him	1	3468388	439	US	2007			
asshole	1	5536320	1066	US	2014			
paint you a picture	2	5536320	1268	US	2014			
made love	1	5697912	1569	US	2012			
gonna	1	3877824	283	US	2009			
shut the hell up	1	3877824	556	US	2009			
hook up	3	3877824	162	US	2009			
give a fuck	1	5891414	594	US	2014			
guy	1	241730	425	US	2005			
wanna	1	5891414	41	US	2014			
dude	2	5838045	56	US	2014			
never had a daddy	1	5891414	600	US	2014			
suck	2	5838045	69	US	2014			
make the rules	1	5891414	418	US	2014			
shock you	1	5838045	560	US	2014			
hack	2	5838045	84	US	2014			
broke down	1	5838045	590	US	2014			
bon bon	1	6249260	453	US	2014			
gonna	1	5838045	612	US	2014			
say one word	1	6249260	832	US	2014			
the big day	1	5178727	1335	US	2010			
boy	1	5838045	654	US	2014			
ok	1	5178727	964	US	2010			
shit	2	5838045	176	US	2014			
scratch	2	5178727	1049	US	2010	money, funds.		money
groupies	1	5178727	1387	US	2010			
long shot	1	6249260	383	US	2014			
sick	2	5178727	316	US	2010			
envy	1	6249260	255	US	2014			
special place	1	6692456	1340	US	2016			
vinnie	1	6249260	474	US	2014			
that's a shame	1	5166024	1180	US	2013			
zodiac	1	5166024	1018	US	2013			
fuck	2	6692456	626	US	2016			
empty is the head that wears the crown	1	5653079	883	US	2012			
put my money on	1	5653079	1095	US	2012			
affair	1	5653079	1461	US	2012			
come	1	5653079	177	US	2012			
hold on	1	5653079	398	US	2012			
miles above	1	5166024	1878	US	2013			
night is still young	1	5166024	258	US	2013			
okay	1	5653079	1386	US	2012			
healthy	1	5653079	792	US	2012			
cool	2	6406429	843	US	2001			
high hairy one	3	6406429	689	US	2001			
junkie	3	5450161	1647	US	2013			
porn	1	5450161	1611	US	2013			
baby	1	6406429	150	US	2001			
goddamn	2	4728198	508	US	2001			
fucking	2	5450161	444	US	2013			
junkies	3	6406429	317	US	2001			
plaque	1	5340423	1449	US	2013			
i said look at this play	1	5450161	255	US	2013			
assholes	1	6406429	1504	US	2001			
sweetie	1	5450161	1924	US	2013			
hang out	1	6406429	732	US	2001			
one day	1	5450161	1853	US	2013			
pit boss	1	5340423	752	US	2013			
shell out	1	6406429	406	US	2001			
fucking	1	5450161	297	US	2013			
all right	1	6801883	1359	US	2014			
'cause	1	5450161	1852	US	2013			
guy	1	5450161	30	US	2013			
good vibration	1	5450161	1987	US	2013			
post	1	6801883	1138	US	2014			
weird as fuck	1	5340423	1819	US	2013			
the speaker is agreeing with a statement that implies figuring something out is less exciting or interesting than the alternative	1	5340423	1378	US	2013			
ends meet	1	6377252	304	US	2009			
gonna	1	5340423	1203	US	2013			
gonna	1	6377252	208	US	2009			
deal	1	5340423	908	US	2013			
anybody	1	6801883	1109	US	2014			
rubbers	2	6801883	480	US	2014			
gotta	1	6377252	609	US	2009			
over	1	6377252	395	US	2009			
gonna	1	6377252	426	US	2009			
land	1	6377252	616	US	2009			
fall	1	3562517	165	US	2009			
get his belt off	1	6377252	120	US	2009			
figs	2	3562517	578	US	2009			
checked out	1	4953583	222	US	2013			
movin'	1	4953583	947	US	2013			
almost on you	1	4953583	504	US	2013			
eat your heart out	2	3562517	2334	US	2009			
in luck	2	4953583	1165	US	2013			
patched up	1	4953583	681	US	2013			
forking	2	3562517	680	US	2009			
that's correct	1	3546395	38	US	2009			
sweet pea	2	3546395	1133	US	2009			
shakes	1	3372842	434	US	2000			
pe	1	3546395	1044	US	2009			
busted up	2	3372842	1241	US	2000			
hero	1	3372842	691	US	2000			
short	1	3372842	594	US	2000			
skipper	1	3372842	550	US	2000			
yankee	1	3372842	1017	US	2000			
fuck	1	4109374	2240	US	2010			
fucking	1	4109374	107	US	2010			
animals	1	145382	790	US	2000			
sully	1	4109374	121	US	2010			
cock	1	4109374	175	US	2010			
broad daylight	1	3279503	763	US	2008			
crime wave	1	3279503	1065	US	2008			
weapon	1	3279503	710	US	2008			
pretty steep	1	3279503	190	US	2008			
sally	1	135737	28	US	2000			
shit	1	135737	189	US	2000			
tryin	1	135737	2188	US	2000			
boost	1	135737	707	US	2000			
stupid	1	135737	419	US	2000			
gonna	1	135737	2126	US	2000			
wanna	1	6185084	1345	US	2015			
shit	2	4218973	225	US	2011			
shit	1	4218973	1002	US	2011			
boom	1	6185084	645	US	2015			
on it	1	4218973	359	US	2011			
gonna	1	4218973	887	US	2011			
flunk	2	4218973	194	US	2011			
ho	2	4574956	474	US	2011			
war's over	1	4574956	1319	US	2011			
cell	2	4218973	833	US	2011			
motherfucker	2	4574956	350	US	2011			
preg	3	4574956	1036	US	2011			
old man	1	4218973	222	US	2011			
have some news	1	4218973	1050	US	2011			
cut tail	1	4218973	883	US	2011			
yo	1	4574956	259	US	2011			
ass	1	4574956	485	US	2011			
bitch	1	4574956	453	US	2011			
dude	3	186160	804	US	2004			
fuck	1	4574956	484	US	2011			
shout out	1	186160	224	US	2004			
reeled	2	4574956	282	US	2011			
worried	1	186160	480	US	2004			
fuckir	1	4574956	915	US	2011			
hit me	2	186160	1955	US	2004			
fucking	1	4574956	592	US	2011			
the poo	1	186160	197	US	2004			
titties	1	4574956	853	US	2011			
nig	3	4574956	566	US	2011			
shit	2	4574956	74	US	2011			
suck	1	186160	510	US	2004			
fool	1	186160	177	US	2004			
wing	1	186160	1235	US	2004			
me	1	4030209	999	UK	2003			
man	1	4030209	1224	UK	2003			
fuckin'	2	4030209	1134	UK	2003			
love thing	2	3807079	679	UK	2005			
baby	2	4030209	1228	UK	2003	a woman.	https://greensdictofslang.com/entry/trply3i	woman
gonna	2	4938516	61	UK	2009			
wanna	2	4030209	299	UK	2003			
naked	1	3807079	372	UK	2005			
thatcherism	1	4030209	237	UK	2003			
fucking shit	1	4629499	1006	UK	2012			
wanna	2	4629499	798	UK	2012			
gonna	2	6910409	443	UK	2014			
rub me up	1	6910409	305	UK	2014			
grand	2	7039857	318	UK	2016	one thousand dollars.	https://www.urbandictionary.com/define.php?term=grand	1000
money movers	1	4629499	954	UK	2012			
fucking	1	4629499	332	UK	2012			
fuck	2	4629499	730	UK	2012			
hand job	1	6910409	354	UK	2014			
mate	1	4629499	524	UK	2012			
'em	2	7039857	1371	UK	2016	"a short or slang way of saying ""them"""	https://www.urbandictionary.com/define.php?term=%27em	them
right down my back	1	5151994	550	UK	2008			
buddy	1	4398890	696	UK	2011			
shagging	2	5814259	1384	UK	2014			
o'	1	5151994	343	UK	2008			
flingy	2	5814259	863	UK	2014			
fucker	1	5151994	663	UK	2008			
fucking	2	5151994	515	UK	2008			
innit	2	5151994	95	UK	2008			
fucking	3	5151994	698	UK	2008			
la la la la la	1	5814259	1608	UK	2014			
fucking	2	5151994	399	UK	2008			
light him up	1	4177060	16	UK	2009			
brother	1	4177060	471	UK	2009			
them	1	4398890	102	UK	2011			
chucks	1	5681039	716	UK	2004			
fucking	1	4177060	839	UK	2009			
gotta	1	6237485	262	UK	2014			
yeah	1	5681039	99	UK	2004			
a hand	1	5681039	207	UK	2004			
cracking	1	5681039	1218	UK	2004			
innit	2	4177060	304	UK	2009			
whatever	1	5681039	3	UK	2004			
crack	2	6237485	856	UK	2014			
fuck	1	4177060	776	UK	2009			
bruv	2	4177060	30	UK	2009			
mate	1	5681039	330	UK	2004			
yeah	2	6237485	542	UK	2014			
hell	1	6997754	1034	UK	2012			
fucking	2	6997754	501	UK	2012			
ass	2	4204063	1829	UK	2009			
fuck	1	4987950	624	UK	2011			
fucking	3	4987950	386	UK	2011			
dickey	1	4204063	1413	UK	2009			
bastard	1	4987950	959	UK	2011			
fucking	3	4987950	295	UK	2011			
call	1	4864547	1434	UK	2012			
gonna	2	4987950	129	UK	2011			
cos	2	4987950	840	UK	2011			
yeah	1	4683078	542	UK	2012			
guys	1	5052284	885	UK	2002			
bloody	1	4864547	1143	UK	2012			
chase	1	6010762	1152	UK	2012			
okay	1	4683078	651	UK	2012			
draw	2	6010762	159	UK	2012			
no more	1	6010762	215	UK	2012			
yeah	2	6010762	994	UK	2012			
yeah	1	4683078	1071	UK	2012			
nah	2	6010762	1255	UK	2012			
fucking	2	6010762	484	UK	2012			
motherfuckin'	2	6010762	149	UK	2012			
off your rocker	1	6010762	2203	UK	2012			
fuck	2	6010762	474	UK	2012			
geezer	2	4471635	232	UK	2010	a man, a bloke; occas. a woman.	https://greensdictofslang.com/entry/yynvnpq	man
gonna	1	4471635	831	UK	2010			
kids	1	6010762	2	UK	2012			
gonna	1	4471635	477	UK	2010			
fucked	2	6010762	1802	UK	2012			
fuckin'	2	6010762	2152	UK	2012			
quid	1	3121411	222	UK	2006			
fucking	1	4471635	499	UK	2010			
fucking	1	3121411	596	UK	2006			
yeah	1	3121411	433	UK	2006			
gonna	2	3121411	224	UK	2006			
fucking	3	3121411	590	UK	2006			
fucking	2	4471635	59	UK	2010			
kid	2	3121411	205	UK	2006			
gal	1	4471635	811	UK	2010			
fucking	3	3121411	512	UK	2006			
wanna	2	5837569	1371	UK	2002			
gonna	1	6782316	1501	UK	2009			
gonna	1	5837569	297	UK	2002			
fucking	1	6782316	175	UK	2009			
saddos	1	4136037	434	UK	2010			
cannon fodder	1	6782316	706	UK	2009			
erm	2	4136037	1127	UK	2010			
cos	1	4136037	1073	UK	2010			
touchy feely	1	4136037	40	UK	2010			
erm	1	4136037	1046	UK	2010			
kit	1	5461631	135	UK	2003			
the horn	1	4527521	991	UK	2012			
gonna	2	4527521	248	UK	2012			
baby	1	5461631	46	UK	2003			
fart	1	4527521	291	UK	2012			
innit	2	4527521	95	UK	2012			
fucking	3	4527521	689	UK	2012			
ohm	1	5461631	702	UK	2003			
erm	1	5461631	150	UK	2003			
ok	1	5461631	482	UK	2003			
yeah	1	4527521	1043	UK	2012			
fucking	1	4527521	163	UK	2012			
sick girls	1	5742017	753	UK	2010			
fuckin'	2	4107485	148	UK	2010			
ahh	1	4107485	1076	UK	2010			
pants	1	5742017	110	UK	2010			
sucked	1	5742017	662	UK	2010			
yeah	1	4107485	1209	UK	2010			
cos	1	6338678	537	UK	2008			
shit	2	6338678	208	UK	2008			
hey	1	6338678	70	UK	2008			
bimbos	2	6338678	394	UK	2008			
gonna	1	3345059	820	UK	2008			
flipped out	1	3345059	509	UK	2008			
fuck	2	3345059	1633	UK	2008			
blood	1	3345059	1413	UK	2008			
fuck	1	3345059	925	UK	2008			
him dead	1	3345059	617	UK	2008			
fuck	2	3345059	345	UK	2008			
fuck	2	3345059	105	UK	2008			
shit	3	3468388	262	US	2007			
nigga	1	3468388	277	US	2007			
wanna	1	5536320	1845	US	2014			
balls	1	3468388	79	US	2007			
informal conversation to express  frustration	1	3468388	764	US	2007			
lost it	2	3468388	453	US	2007			
own it	2	5536320	1579	US	2014			
shit	2	5536320	1028	US	2014			
smoke	1	3468388	177	US	2007			
screw	2	3877824	6	US	2009			
slaughter	1	3877824	583	US	2009			
decorate	1	3877824	23	US	2009			
my home is your home	1	241730	1475	US	2005			
fuck	1	3877824	673	US	2009			
take	1	5891414	449	US	2014			
killer	1	5891414	347	US	2014			
pissed	1	241730	623	US	2005			
toast	2	5838045	54	US	2014			
walk on water	2	5178727	128	US	2010			
shack	1	5838045	507	US	2014			
let the dogs out	1	6249260	38	US	2014			
tie the knot	1	5178727	1403	US	2010			
pocket money	2	6249260	849	US	2014			
gonna	1	5838045	222	US	2014			
in good hands	1	5838045	320	US	2014			
rolling her around the page	1	5178727	869	US	2010			
tied up in your wake	1	6692456	387	US	2016			
mogul	1	6692456	919	US	2016			
favored	1	5178727	189	US	2010			
rest	1	6249260	990	US	2014			
jerked off	1	6692456	347	US	2016			
four letter word	2	6249260	296	US	2014			
in fact	1	6692456	1313	US	2016			
buddy	1	5166024	196	US	2013			
baby	1	5653079	1557	US	2012			
i'm gonna leave if you don't leave me alone	1	5653079	423	US	2012			
dog	1	5653079	552	US	2012			
daddy	1	5653079	774	US	2012			
ihop	1	4728198	751	US	2001			
ain't	1	5653079	1413	US	2012			
real	1	5653079	590	US	2012			
do business	1	6406429	467	US	2001			
save your own ass	2	6406429	1456	US	2001			
asshole	2	5450161	1164	US	2013			
fuckin	2	6406429	714	US	2001			
going	1	5450161	140	US	2013			
push	1	6406429	621	US	2001			
smells	1	6406429	548	US	2001			
sun beating down	1	6406429	376	US	2001			
tuck her in	1	4728198	788	US	2001			
don't talk about my mother	1	5450161	109	US	2013			
hard	1	5450161	1967	US	2013			
motherfucker	2	5450161	1926	US	2013			
lady luck	2	5340423	10	US	2013			
tape	1	6406429	374	US	2001			
cute	1	5450161	745	US	2013			
goof around	2	5340423	2181	US	2013			
wanna	2	5450161	528	US	2013			
ride home	1	5340423	1275	US	2013			
take a break	1	5450161	1044	US	2013			
ass	2	6801883	1108	US	2014			
jacked	3	6377252	293	US	2009			
pop	1	6377252	640	US	2009			
drill	1	6801883	1063	US	2014			
hang out	1	5340423	167	US	2013			
lift	1	6377252	143	US	2009			
office staff	1	6801883	738	US	2014			
stick	1	6377252	645	US	2009			
mess with us	1	6377252	17	US	2009			
dropped the ball	1	3562517	1670	US	2009			
bear	1	3562517	2240	US	2009			
keep pressure	1	6377252	947	US	2009			
dependant	1	3562517	553	US	2009			
operation	1	3562517	1599	US	2009			
ole bastard	1	4953583	381	US	2013			
vanilla	1	3562517	1078	US	2009			
wound	1	4953583	674	US	2013			
pull	2	4953583	806	US	2013			
i like the coffin	1	3546395	291	US	2009			
trigger	1	3546395	321	US	2009			
tough	1	3372842	559	US	2000			
kids	1	3372842	212	US	2000			
goddamn	1	3372842	1082	US	2000			
kids	1	3372842	271	US	2000			
gonna	1	3546395	1052	US	2009			
crushing	1	3546395	560	US	2009			
fingernails	1	145382	1049	US	2000			
hitting on you	2	145382	430	US	2000			
mayday	1	3372842	1160	US	2000			
guts	2	3372842	1267	US	2000			
boy	1	145382	451	US	2000			
one for the road	2	3372842	377	US	2000			
gonna	1	4109374	685	US	2010			
tits	1	4109374	1642	US	2010			
fucking	1	4109374	1434	US	2010			
freak out	2	4109374	549	US	2010			
5 bucks	1	145382	1244	US	2000			
asshole	1	4109374	582	US	2010			
old farts	2	135737	780	US	2000			
pull over pull it the hell over asshole	1	135737	541	US	2000			
yo	2	135737	77	US	2000			
waves	2	135737	949	US	2000			
gotta	1	135737	17	US	2000			
bring sa	1	135737	28	US	2000			
honey	1	3279503	936	US	2008			
in a red clown suit	1	135737	1100	US	2000			
girl car	2	135737	1583	US	2000			
gimp	1	135737	217	US	2000			
asshole	2	135737	686	US	2000			
kid	1	4218973	946	US	2011			
the pen is mightier than the sword	1	6185084	1357	US	2015			
easy for you to say	1	6185084	135	US	2015			
duff	1	6185084	400	US	2015			
btro	1	4574956	256	US	2011			
snap	3	4574956	392	US	2011			
what the fuck	1	4574956	516	US	2011			
digging up	2	4218973	832	US	2011	"something people say instead of ""going out to eat"" because they think that makes them cool"	https://www.urbandictionary.com/define.php?term=digging%20up	cool
doir	1	4574956	1289	US	2011			
doir	1	4574956	989	US	2011			
ain't	1	4574956	893	US	2011			
yo	3	4574956	468	US	2011	a general term of address		fem
hell	1	186160	1123	US	2004			
beepir	2	4574956	224	US	2011	a group of gay people.	https://www.urbandictionary.com/define.php?term=beepir	group
rolling with	1	4574956	680	US	2011			
booze	1	4574956	879	US	2011			
dukes	3	186160	1933	US	2004			
believe	1	186160	889	US	2004			
yo	1	4574956	387	US	2011			
play my cards right	2	186160	637	US	2004			
nigga	1	4574956	1086	US	2011			
motherfucking	2	4574956	1262	US	2011			
spunk	3	186160	1444	US	2004			
fucker	2	3807079	398	UK	2005			
er	1	4030209	829	UK	2003			
er	1	4030209	1069	UK	2003			
'cause	2	4938516	598	UK	2009			
thy	1	3807079	938	UK	2005			
dunno	2	4030209	293	UK	2003			
yeah	1	3807079	1011	UK	2005			
gonna	2	4030209	544	UK	2003			
fuck	1	4629499	704	UK	2012			
britpop	1	4030209	849	UK	2003			
kids	2	4030209	1206	UK	2003			
shit	1	4629499	486	UK	2012			
cram the way	1	4629499	24	UK	2012			
dodge	1	4629499	114	UK	2012			
